Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","2021","2021","TJ","1599.6","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","2022","2022","TJ","1599.6","I","Imputed value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","1990","1990","TJ","3240","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","1991","1991","TJ","3348","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","1992","1992","TJ","3510","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","1993","1993","TJ","4114.8","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","1994","1994","TJ","5112","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","1995","1995","TJ","2088","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","1996","1996","TJ","2210.4","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","1997","1997","TJ","2368.8","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","1998","1998","TJ","2584.8","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","1999","1999","TJ","2790","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","2000","2000","TJ","2401.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","2001","2001","TJ","2732.4","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","2002","2002","TJ","2901.6","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","2003","2003","TJ","7624.8","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","2004","2004","TJ","3340.8","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","2005","2005","TJ","3546","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","2006","2006","TJ","3517.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","2007","2007","TJ","3589.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","2008","2008","TJ","4222.8","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","2009","2009","TJ","4536","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","2010","2010","TJ","3409.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","2011","2011","TJ","3884.4","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","2012","2012","TJ","4557.6","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","2013","2013","TJ","5407.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","2014","2014","TJ","6811.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","2015","2015","TJ","8377.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","2016","2016","TJ","13010.4","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","2017","2017","TJ","15688.8","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","2018","2018","TJ","19584","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","2019","2019","TJ","23743.3","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","2020","2020","TJ","26586","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","2021","2021","TJ","26586","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6807","Electricity","2022","2022","TJ","26586","I","Imputed value"
