Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","2007","2007","kg/ha","4.93","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","2008","2008","kg/ha","5.36","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","2009","2009","kg/ha","5.75","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","2010","2010","kg/ha","5.64","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","2011","2011","kg/ha","6.75","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","2012","2012","kg/ha","7.57","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","2013","2013","kg/ha","8.17","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","2014","2014","kg/ha","9.96","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","2015","2015","kg/ha","8.9","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","2016","2016","kg/ha","8.94","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","7.15","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","12.12","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","11.47","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","7.62","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","12.69","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","13.87","E","Estimated value","Estimated Value"
